listing_id,id,date,reviewer_id,reviewer_name,comments
25786,183363683,17-08-2017,21071157,Paola,"Accogliente, gentile, disponibile"
25786,186398304,24-08-2017,145167345,Tenzin,Pedro is a lovely host who ensures that you are most comfortable while you stay there. The location is excellent and is accessible to all parts of the city. I would definitely recommend his place to anyone looking to visit Barcelona.
25786,188652927,30-08-2017,8410145,Marcus,Pedro´s place is fantastic and such a great position in the heart of old Gracia. Everything is walking distance and the transport connections are all nearby. Pedro is such a warm and welcoming person who really makes you feel at home. Highly recommended to visit to see real Gracia or as a great base to explore Barcelona and the surrounds.
25786,191311644,07-09-2017,91769276,Maria,"I enjoyed my stay at Pedro's place, which is homely, tranquil and all amenities are close by as described. Pedro whilst away said he could be contacted anytime for queries or presenting issues. I was delighted with his offer for me choose any place to sleep in the house including his own bed. However, the allocated bed was fine for me. I would definitely book again.  Maria"
25786,193950151,15-09-2017,15056218,Yoram,Lovely apartment in a wonderful location. Grácia is a great neighbourhood and this property is perfectly placed to explore this authentic part of real Barcelona. Walkable into the old town but also out to Gaudí Park. Although I didn't get to meet Pedro (which is a shame as I know we would have got on) everything about the stay was perfect. Much recommended. Muchas gracias!
25786,195454157,19-09-2017,21483954,Hadass,great person. great place. best location. very recomended.
25786,195849303,21-09-2017,4986894,Antje,Pedro is a very positive person who makes you feel home in his place. Very easy-going and friendly. The place is located in a very nice and lively area with everything around you might need.
25786,196951513,24-09-2017,149519521,Laura,"The flat is really nice, everything is just like on the pics, and the location is superb. Pedro was very open and easy-going and took me to nice places in and around town. It almost felt as being roommates for a short time. Very authentic experience in the middle of Gràcia!"
25786,197349060,25-09-2017,21483954,Hadass,great place. perfect location!
25786,198356081,29-09-2017,21483954,Hadass,great place. perfect location!
25786,198622415,30-09-2017,21483954,Hadass,great place. perfect location!
25786,200130947,04-10-2017,42852572,Alexander,"Lovely spot, tucked off a main square but east to get to and near plenty of good places. Pedro is a lovely, warm host. Top marks all round"
25786,204011388,16-10-2017,123030778,Catalina,"An absolute pleasurable stay.
A perfect host.
The area is full of character
Great shops, Places to eat, Bars etc.
A very chilled out space.

"
25786,207063533,28-10-2017,150226881,Floriane,Very nice welcoming by Pedro and very nice place to stay to discover Barcelona! Don't hesitate :)
25786,207238913,28-10-2017,154373742,Edgar,The host canceled this reservation 59 days before arrival. This is an automated posting.
25786,207950932,30-10-2017,156061881,Toshi,"Great place so close to many amenities.
Easy to travel to and from around the city.
Pedro was very hospitable and accommodating. Down to earth and all round good guy."
25786,208161291,31-10-2017,57237,Mun,"Pedro was a very friendly and communicative host right from the beginning. He made it very easy to make the reservation and to do the ""check-in"" at the time that most suited me.
His place is a very quiet apartment, specially taking into account that it's in a pretty busy neighborhood. It's got all the perks of being in a very artsy and genuine area (Gracia) while at the same time it'sat a very short distance from the center of the city and public transportation options.
The room was tidy and clean and absolutely a very great option price-quality in the city of Barcelona ;)"
25786,212139345,16-11-2017,21711162,Francois,"Pedro is a truly nice host.

The room is very basic.

The area is one of the nicest of Barcelona."
25786,252057254,09-04-2018,58455910,Helen,"Pedro is an exceptionally chilled out guy. Very kind and hospitable. he truly makes you feel at home. As some of the space is shared maybe some people would not feel comfortable with that arrangement but I felt very at ease in Pedros home, beautifully scented and full of his good energy. His apartment is in a fantastic location, bright, clean and welcoming."
25786,254608876,17-04-2018,11170982,Rebecca,"Pedro var meget sød og hjælpsom. Han svarede altid med det samme, og der var ingen problemer med vores kommunikation. Vi fik lov til at tjekke ind og ud som vi ville. Da vi kom, var der redt nydeligt op til os med håndklæder. Værelset er super hyggeligt med en dejlig stor madras og dobbeltdyne med en lille altan. Selve lejligheden ligger i det mest hyggelige område af Barcelona (fandt vi), ideelt hvis man gerne vil undgå turistområder. Også nemt med Metro/offentlig transport. Pedro gjorde alt hvad han kunne for at få os til at føle os hjemme og kom med små lokale tips til hvad vi kunne opleve. Lånte os endda paraplyer da det regnede. Alt i alt en rigtig god oplevelse, og vi vil meget gerne komme tilbage en anden gang :) Kan varmt anbefales!"
25786,256204552,22-04-2018,23490446,Luisa,It was a blast staying there. Super nice guy.
25786,257701965,27-04-2018,890596,Craig,Pedro was a great host - very hospitable. Clean apartment in a great location. Would definitely come back.
25786,259101133,30-04-2018,103024430,Stephanie,incredible atmosphere as soon as you enter his apartment. Absolutely wonderful. Hope to go back again with more time
25786,260280902,04-05-2018,59115143,Wanjiru,"The location is very good, it's proximal to the metro and most attractions within walking distance if you like to walk.
Pedro is a very friendly person who will give you tips whenever you need them. He gave me an umbrella when it started to pour."
25786,261859943,07-05-2018,157757182,Jochen,"The flat is situated in a great area! Perdo is a great host, very helpful and friendly. He is used to us visitors and makes one feel at home, no matter who you are. "
25786,264962280,15-05-2018,25866145,Rodrigo,Buena comunicación y relación calidad precio. Muy recomendable.
25786,267048682,21-05-2018,2314188,Jessica,Pedro is very kind and thoughtful. His place is perfect for the uncomplicated traveler who wants a genuine experience with a real  local. He is a gem!
25786,268499125,25-05-2018,22216932,Christophe,"Merci Pedro pour ce séjour, cette appartement dans le centre de Gracia est parfait pour découvrir ce quartier charmant et plein de vie ! L'accueil de l'hôte fut génial, je vous recommande ce lieu afin de se perdre dans ce magnifique quartier barcelonais qui est Gracia . Merci beaucoup"
25786,269228969,27-05-2018,82495968,Pim,Great host with a lovely apartment. The location is beautiful next to one the squares of Garcia. Pedro was quick in communication and was really flexibility with check in/leave timing. Would certainly recommend this place. 
25786,270712258,30-05-2018,1662447,Victor,"Pedro had a lovely space in a great part of Barcelona. He’s also an extremely kind, generous host. Highly recommended!"
25786,272121675,03-06-2018,66335104,Gaëtan,"Apparemment très calme et zen. Pedro est un hôte attentionné, à l'écoute et disponible. L'appartement est idéalement placé dans un quartier animé où tout est accessible à pied !"
25786,274886780,10-06-2018,3845033,Carolin,"Pedro is a great host and replied very fast to messages. Reviews before said it all: great location, basic room, well sized apartment. Also, Pedro is very helpful! I can recommend staying there!"
25786,275928839,12-06-2018,2255703,Ant,"Pedro’s place is one of the calmest rooms I’ve stayed in on Airbnb. It’s perfectly sized, minimal yet cosy. The bed is really comfortable and I slept well both nights. There are some sounds from the street, but that’s to be expected in the heart of the best district of Barcelona. The whole apartment is equally tasteful and calm. Pedro himself is exceptionally relaxed and friendly, and we communicated well throughout the whole process. I’d give 6 stars if I could - thanks Pedro!"
25786,276275464,13-06-2018,1204726,Kati,Pedro's apartment is located in the PERFECT place to explore the Gracia neighborhood. The  room has soft light and thoughtful touches like candles and plenty of outlets. The apartment smells delightfully of essential oils.
25786,279567702,21-06-2018,122472,Daniel,"I loved my stay at Pedro’s place, super nice space, very clean, he’s a very welcoming and thoughtful host. Highly recommended for a comfortable stay in an oasis in the hip center of Gràcia!"
25786,283247652,29-06-2018,194769142,Rodney,"The location is spectacular, close for great sites, restaurants, shopping, with easy access to trains and buses."
25786,284777270,02-07-2018,196769252,Cole,"Great place to stay in Barcelona. It is a little far from tourist attractions like park Güell and familia sagrada, but it is a great walk to both locations!! Pedro could not be nicer! Very much enjoyed my stay in Barcelona! "
25786,285980859,05-07-2018,5736453,Frankie,fantastic place and a great host. very highly recommended
25786,286478235,06-07-2018,2294363,Ana,Pedro’s place is neat and inviting. He’s a very friendly and warm person. I felt very comfortable there. The decor of the room is quite simple and perfect for the typical airbnb traveler. The place is located near many small restaurants and cafes. The building has an elevator so is perfect for taking the suitcases and all of that. I would totally stay there again. Gracias Pedro! :)
25786,288132223,09-07-2018,42444756,Ezra,"This is a great place to stay for a night or two or if you don't mind a minimalist experience. Pedro is a great host responsive and full of useful local information. Keep in mind the A/C is in the main area of the apartment but not in your room unless you keep the door open. Gracia is a great little neighborhood with a mix of local artists, locals, and some tourist. I would definitely recommend staying here."
25786,292981761,19-07-2018,43452571,Gaby,"Pedro was an amazing host. His place is in the perfect location, the room was clean and perfectly appointed as described. He was friendly and available for questions, yet flexible with my crazy schedule while I was here. Wonderful stay and would stay there again!"
25786,293285456,20-07-2018,7521179,Aimee,"Pedro was very helpful and made the stay very comfortable and easy.
The location is great, I’d recommended anyone to stay here !"
25786,296250867,25-07-2018,68146837,Shawn,"Pedro is a great host and great masseuse. His energy and space are healing, and his communication skills make it really easy to be around the house with him. Truly a warm person and environment  "
25786,298976487,30-07-2018,4349372,Nargisse,"Pedro's place is a little heaven of good vibes. Very zen and lovely. 
Pedro is a fantastic person. 
Thank you "
25786,301030446,03-08-2018,68673146,Ryan,Pedro was welcoming and friendly. Nice location. Comfortable space
25786,301598717,04-08-2018,9847774,Robert,Very brief but very enjoyable stay. Pedro's description is pretty accurate: nice place in even nicer area. And he is a such a chilled dude. Thanks bro!
25786,301993033,05-08-2018,22543418,Jenna,"Pedro’s place was great! In a really wonderful location and Pedro was very accommodating and friendly. The room was a bit noisy from movement down on the street, and it’s right above the front door to the building, which slams quite loudly. Otherwise, everything was clean and comfortable!!"
25786,305470166,11-08-2018,52405145,Dimitris,Nice and clean place. Really close to public transport !Really comfortable bed and everything was brilliant. Pedro was really helpfull and available all the time for you.!
25786,305937675,12-08-2018,120380607,Raksha,"Pedro is a friendly host and he ensured a comfortable stay. the place is value for money
"
25786,312782593,24-08-2018,181163104,Jorge,"Excelente zona, muy buena hospitalidad y gran Anfitrión. Los argentinos diríamos ""Un capo Pedro"""
25786,313861949,26-08-2018,3682983,Hanna,"Great place and location, the mattress was super very comfortable, and the host very is warm and welcoming:)"
25786,315168122,28-08-2018,193374957,Yeonsoo,"개인실이긴 해요
근데 방문이 나무문이고 손잡이도 없습니다. 여닫이문에 화장실 개인칸 잠금장치 정도의 잠금이에요. 가장 문제인 것은 방문 아래에 십센치 높이의 구멍이 뚫려있습니다. 

당연히 방음안되고, 빛도 나가고 들어옵니다. 호스트는 화장실 앞에 누워서 잡니다. 무슨말이냐면 당신이 샤워하고 나오면 호스트가 마주보고 누워있다는 뜻이죠. 화장실에 잠금 잠치도 없어요.

매트리스 얇습니다. 거의 바닥에 누워서 잔다고 생각하면 되어요. 신발 신는 문화에 익숙하지 않은 한국인은 당황할 수 있어요. 집 전체에서 향초?냄새가 납니다. 개인실에는 베란다가 있습니다.

혼자 여행하는 여자 게스트에게는 추천하지 않아요. 호스트는 예약과 일정, 체크인 관련해서 편의를 봐주긴 했습니다. 호스트가 나쁜사람인 것 같지는 않아요. 하지만 집구조 상 안정감이나 사생활을 보장받는 느낌을 받기는 어려울 것 같습니다"
25786,318975823,05-09-2018,64783116,Louisa,"super bien!!!
Je recommande Pedro il est super ouvert d'esprit et intéressant, j'aurai passer un séjour plus que agréable en sa compagnie :)))) 

+ 5 amigooo"
25786,319462327,06-09-2018,208922942,Carmen,"Estuve alojada un día en la casa de Pedro, siempre fue muy correcto y  colaborador, es un sitio muy bonito, y con muchos lugares cercanos para visitar"
25786,324596989,17-09-2018,35636611,Rajiv,Great location and friendly host. Excellent choice for a solo traveller on a budget.
25786,324944520,18-09-2018,8746738,Victor,"Great host, comfy room, great location for a great price.     Will definitely be back if possible"
25786,326922676,23-09-2018,32109179,Stephen,Un super bon accueil.
25786,329191736,28-09-2018,113564060,Daniel,Pedro fue muy comunicativo y amable. La habitación y la localización son buenas.
25786,331277129,02-10-2018,8627079,Martin,"I spent very good time. 
Pedro is welcoming and the house is very nice. I definitely come back!"
25786,331626375,03-10-2018,143952031,Cedric,"I stayed for 1 night in pedro place.. just perfect. Very open mind and he will make you home. 

little noisy. but don't forget is the center of gracia so.. it's worth it! 

i will come back for sure.."
25786,334057969,08-10-2018,181946028,Yosh,Excelente
25786,334800236,10-10-2018,36988231,Fiona,"Pedro’s hospitality and warmth is immediately felt when you walk into his space. I needed a day to relax and feel at home after travelling for a few weeks, and that is exactly how I felt in his space. The place is calming and stylish. I highly recommend this place!"
25786,337753922,17-10-2018,87205360,Guille,"Pedro es un anfitrión súper amable, simpático y atento, tanto antes de que llegues como después!"
25786,338278658,19-10-2018,38436851,Gabriela,"Eine super Lage! Wer gerne auf einem Futon schläft, ist hier richtig!
Sehr netter Gastgeber!"
25786,339845340,22-10-2018,98969454,Lela,"Comfortable, cozy and close to everything."
25786,340243029,23-10-2018,139184276,Carlos,Ubicación
25786,340813635,25-10-2018,15162050,Sarah,What a great feeling staying at Pedro's house Such a welcome Still in that good vibe Full of gratitude And perfect location in Gracia
25786,343028726,30-10-2018,5566133,Prudence,"Great host, felt at home immediately. Awesome location, love the (Email hidden by Airbnb) fortable for a Solo traveler like myself! Recommend!"
25786,343630575,01-11-2018,172611957,Feng,"I've been traveling a lot, this is the best bnb I ever air! Pedro is the most thoughtful, gracious host.
He provided us with all the information we needed. The room is just perfect! very comfortable bed, kitchen and bathroom is compact and contains everything one needs, the neighbourhood are excellent! I will be back!"
25786,343886310,02-11-2018,77421410,Jimmy,"Pedro is a nice and warm-hearted guy and he would help me move my luggage to my bedroom. The apartment is in a good location very close to the Diagonal and walking to Rambla and Gracias. Good equipment and comfortable bed, really love it! I recommend Pedro to you who visit Barcelona."
25786,345550055,05-11-2018,7271744,Sunny,I hope you are as lucky as was in locating Pedro and his place - One of the finest locations in town hosted by a kind and lively host who will welcome you with open arms and open heart -A true Airbnb experience .
25786,346115041,07-11-2018,8927529,Ying,"Excellent location and love the neighbourhood when I took a walk in the evening/night. Pedro was extremely responsive, patient and made me feel welcomed. Pedro's home and room was cosy and it would definitely be one of my top choice to stay in again should I visit Barcelona!"
31377,32724384,20-05-2015,30533560,Laura,"Ottima accoglienza da parte di Svetlana, il quartiere era molto tranquillo e in un'ottima posizione. ( 5 minuti a piedi dalla metro ). La casa molto pulita, ben tenuta e fornita di tutto. "
31377,134961303,02-03-2017,51599812,Veronica,"Todo estuvo excelente desde la limpieza y comodidad, el baño excelente. La persona que nos recibió muy agradable"
31377,212334582,17-11-2017,156103068,M Veronica,"Lugar cómodo tranquilo para moverse cercano a movilización y restaurantes, acceso fácil a pie a la Sagrada familia y Sant Pau antiguo hospital patrimonio mundial, que no puede dejar de verse."
31377,242589197,12-03-2018,99375204,Toni,"Nice place near the sagrada familia. Metro is close, like a 5 min walk. Good kitchen."
31380,35600623,20-06-2015,34860821,Io,"Our host made us to feel welcome and the room was nice, clean and had also a bathroom, which made us feel independed from the rest of the house. Some problems we had with the room were solved quickly, as well. 

However, in the morning, when we had to leave, the host came into the room, while we were sleeping and told us to hurry up. We could understand that another costumer would come, but it wasnt the best way to say it.

Despite that, the host was friendly and the room in a nice neighbourhood.

"
31380,37275741,05-07-2015,37439747,Clarisse,"Very nice and clean flat, well located and easly connected to the metro. We enjoyed staying there. Thanks! 
I do recommend it to anyone visiting Barcelona and who like to explore the city, St Paul Hospital, Sagrada familia.."
31380,39431018,23-07-2015,521307,Erdi,"Alex is an amazing person and host.WE had amazing stay at his place.His rooms is fairly large has private bathroom and toilet and room has AC which is amazing.Clean and comfortable bed and room.
Thank you."
31380,39569558,24-07-2015,37258014,Maren,"Zuverlässge, nette Zimmerübergabe, gepflegtes Zimmer und Bad. Einrichtung praktisch, alles da, was man braucht. "
31380,40031161,27-07-2015,4235015,Todd,"The hosts were very nice. They were responsive to all emails.

Location to Sagrada Familia was very good. So was the design and condition of the room. Beds were comfortable. Beware there is no elevator in the building.

We liked the room. The one exception was the shower. It did not work well at all. No pressure whatsoever. Really something that is important."
31380,41678148,08-08-2015,38701323,Fabio,Nos hemos sentido bien atendidos. La habitación es como se describe el anuncio y todo muy organizado y limpio. La zona es muy céntrica. 
31380,42234333,11-08-2015,40724986,Hobalah,"Très belle chambre. Elle est très bien équipée, notamment avec la climatisation et la salle de bain privée. L'appartement est très bien située (moins de 10 minutes de la Sagrada Familia et du métro).
Je recommande"
31380,42779652,15-08-2015,36470846,Carolien,"Nice, clean room. It has everything you need. Good location (walking distance from 
Sagrada Familia and metrostop 'Alfonso X' ) It's nice the aria is a little less 'busy' . Good (value for money) restaurants/bars nearby.
Alex is very friendly and it's very easy to communicate with him (quick respons to mail and sms) . We had a Nice stay! "
31380,44038586,23-08-2015,41394744,Mathilde,"Alex s'est montré disponible pour répondre à nos questions avant notre séjour et nous a accueillis à notre arrivée.
L'appartement est à deux pas du Recinte modernista de Sant Pau et trois pas de la Sagrada familia. Le centre est un peu éloigné mais pour les moins marcheurs, il y a le métro à proximité.
L'appartement est conforme à la description et aux photos de l'annonce."
31380,45415943,02-09-2015,6517170,Ulrike,"Die Wohnung ist ideal für Kurzurlauber. 
Wir wurden nett empfangen und durften schon früher hinein. Super entgegenkommend! Alles sehr unkompliziert, sauber und praktisch. Wir würden jederzeit wiederkommen...

Ulrike"
31380,46629462,12-09-2015,40828156,Adan,"This was our first time using Airbnb and the living situation was as expected and described on the posting except: 
The shower only sustains hot water long enough for about a 3-4 minute shower. This was an annoyance as there were 3 of us who had long hair requiring more rinsing and washing. 
There was also an additional resident staying in a room adjacent to ours. He spoke no Spanish or English and only Russian, making communication impossible. We saw him only a couple of times and we were not able to recognize him when banging on the door to let him back in. The last night of our stay he got locked out of the apartment and came home at approximately 1:30 am and woke us to open the door. The host Alex was gracious enough to take phone calls and come to resolve the situation at that late hour but on the eve of a 7am flight the next morning this presented a significant issue. 
That being said our stay was relatively pleasant and we were able to enjoy the city for the most part. The beds were comfortable and the places to see were very close to the apartment. Alex was very nice and accommodating the entire trip. "
31380,51230292,18-10-2015,44687402,Esmeralda,"The appartment was very clean, calm and good location!!!
Very recommended."
31380,52030660,25-10-2015,1692610,Federico,Close To The city
31380,52652172,31-10-2015,47416634,Oleksandr,Everything was great. Nice room in old Barcelona house. Host was very friendly and helpful.  He gave nice advice about Barcelona's restaurants and wines.
31380,54069342,15-11-2015,48737042,Victor,"Todo ok. Muy amables y nos han dejado dos juegos de llaves para poder movernos con tranquilidad. El barrio a 10 min de la sagrada familia, y lineas de metro al lado, perfecto."
31380,55825818,06-12-2015,49094970,Nicolas,"Very nice place, very nice appartment. Near to the sagrada familya and the center. The host was very nice too."
31380,58587546,03-01-2016,49402301,Anass,Logement propre et bien situé
31380,65466073,13-03-2016,54113233,Quitzia,Everything was great is so easy to arrive
31380,68494691,05-04-2016,51604678,Saloni,"It was a very pleasant stay. The flat is very well located. It is neat and clean. All amenities are present. The host is helpful and friendly, he was there to give us the keys at late in the night since our flight got delayed. "
31380,78912211,10-06-2016,48430874,Hanxiao,房东人很好很热情 位置离圣家堂很近 步行十分钟的样子 但是去机场不大方便 离米拉之家什么的不近 其他都很好 舒适 方便 提醒一下 巴塞地铁小偷特别多 大家一定保管好财物 
31380,79786860,14-06-2016,20995736,Lisa,"We had a good stay at svetlanas Place. She was very helpful and Nice, even waited in Front of the appartment altough we were a Bit Late due to Traffic. Nevertheless the Apartment was not for us alone, there were Other People in another Room But we had our Own bathroom. The Apartment is next to a Metro Station and near to sagrada. Unfortunately the Apartment was not Really Cleaned Up But ok for a stay of two days.  Thank you!"
31380,81469156,23-06-2016,67962181,Simon,It was a nice place  the house was clean
31380,87906444,22-07-2016,35868838,Atiya,Very pleasant and near highlight attractions
31380,89120382,26-07-2016,32792648,Valeria,"Me hospede com 2 amigas y tuvimos una estadia muy agradable ya que el cuarto era amplio y limpio. La zona era tranquila lo que nos pertmitio descansar y estaba muy cerca de la Sagrada Família, ademas teniamos una estacion de metro cerca que nos permitia llegar a Barceloneta, Barrio Gótico, etc. Alex muy amable nos espero para el check-in habiendo tenido nuestro bus una demora, estamos muy agradecidas, fue estar comodas como en casa."
31380,91180042,04-08-2016,79504830,Lila,"tout s'est très bien passé, Alex était vraiment très gentil, nous a très bien accueillit, l'appartement était propre, rangé et en prime on a eu une salle de bain privée, franchement c'était au top, à deux pas de la Sagrada Familia, je le conseille!"
31380,94336613,15-08-2016,71785385,Cas,"Souplesse dans l heure d arrivée et bon accueil 
Merci pour votre gentillesse
 "
31380,94637037,16-08-2016,75182150,帥軒,"由於是巴塞近郊,所以性價比稍低,但換到的是便利｡雖說我們只租了一間房間,但整層予人感受尚佳,惟沒有電梯,是美中不足,但瑕不掩瑜,只是有大件行李的旅人,要稍稍辛苦一番~~"
31380,94821184,17-08-2016,4818244,Morgane,"Nous avons loué pour une nuit , tout s'est très bien passé , disponible pour l'accueil.
Bien situé et très propre 
Bonne literie 
"
31380,95044666,18-08-2016,86152984,Thierry,"Bon accueil 
Parking juste à côté 30€/jour puis 10€ par jour supplémentaire 
Attention sinon les pv sont chers
Supermarchés à côté 
Bien situé pour la Sagrada Familia "
31380,96490881,23-08-2016,78491319,Amany,"Thank you Svetlana for these 3 nights.
The place was VERY clean and equipped. It felt more like  a hotel.
I highly recommend this place for its location, cleanliness and nearness of the public transportations  (3 minutes walk to the bus station)"
31380,97151314,26-08-2016,87162593,Lianna Maria,"La experiencia en general fue agradable. La habitación está bien situada a algunos minutos (aprox. 10-15 min a pie) de la Sagrada Familia al igual que de varias estaciones de metro. Se notó el interés de ofrecernos una habitación limpia y varias facilidades (espacio en el refrigerador, espacio para comer, café, entre otros)."
31380,97706768,28-08-2016,20282517,Viktor,"Really nice and friendly host, room is perfect organized and all the facilities were there. Good location close to Sagrada Familia. "
31380,107786411,12-10-2016,16617456,Sophie,"Je voyageais avec mon mari et ma fille, nous avons été très bien accueillis. Le quartier est plutôt bien situé, avec la Sagrada Familia à proximité et des petits supermarchés qui facilitent les courses. Les propriétaires sont arrangeants."
31380,112490416,06-11-2016,86573812,Melanie,Die Unterkunft liegt zentral wenige Gehminuten zur Sagrada Familia und man kommt von dort aus super mit der Metro überall hin. Die Unterkunft war sauber und die Kommunikation mit dem Gastgeber hat super geklappt! 
31380,114803109,20-11-2016,97617668,Vera,De ruimte was precies wat we nodig hadden. een bed om te slapen en een tafel om aan te eten. Alles is netjes verzorgd en goed met de metro te bereiken.
31380,174232075,25-07-2017,110426467,Valentin,"Chambre très propre avec sa douche et wc privé fonctionnel rien à redire.
Acceuil chaleureux et pas de bruit dérangeant la nuit.
Je recommande fortement."
31380,214585763,26-11-2017,127795700,Дмитрий,"отличная комната, удачное расположение, приятный хозяин"
31380,250196470,04-04-2018,179573984,Brittan,Loved it! Only 5 mins walk to the metro and lovely room. Super helpful. Only downside is that the showers didn’t stay warm for very long. But me and my family didn’t mind this because it was great otherwise.
31380,363605892,29-12-2018,138845970,Deby,Me and my feuedn
31958,184718,19-02-2011,389467,Karim,"Nice Apartment, reasonable price, host were professional and will contact them again for any accommodation in Barcelona, they have a large variety of apartments to choose from, enabling a more confortable choices by single contact"
31958,966447,03-03-2012,1687185,Lars,"Quiet, safe location! Wonderful view across all of Barcelona. Access to public transport requires a little foot work, but walking through Barcelona streets is always a treat.

"
31958,6200095,03-08-2013,7392182,Tom Andre,"We had a wonderful tim in Barcelona and the appartment was great! Excellent view from the private roof terrase, easy access to metro, close to shops, farmacy and hospital. The host was very friendly and easy to communicate with. Highly recommended for anyone travelling to Barcelona. "
31958,6636670,19-08-2013,5250484,Sergey,"Хорошая квартира, все что надо есть - кондиционер, терраса с видом, кухня, стиральная машина, интернет, супермаркет рядом. До метро 500м или 2 остановки на автобусе. У нас был helo barcelona - так что не проблема. Очень рекомендую ресторан mi gracia неподалеку. "
31958,6836023,26-08-2013,779150,Henrik,"Lina was a great host, very friendly and easy to communicate with as well. When we arrived she showed us everything we needed to know, as this was my and my friends first time in Barcelona. The apartment itself was really great as well! Beautiful view from the big terrace all over the city, ac and very fresh overall. The neighborhood was perfect for us, with mostly locals and a sweet bohemian feeling over it but still very close to the subway. I would definitely recommend Linas place for your stay in beautiful Barcelona!"
31958,7228530,11-09-2013,1600821,Jonica,"Great apartment, great location, AMAZING view. Cannot say enough good things about staying at this place. Had everything we needed and more. Close to lots of the sites, bars, cafes, grocery stores etc. "
31958,7314758,15-09-2013,8484958,Valerie,"A conseiller à tout le monde !
Très bien situé dans la ville et dans un quartier très sympathique.
L'appartement est très propre, magnifique. La terrasse avec la vue est exceptionnelle !"
31958,7441406,20-09-2013,8166811,Matt,"My girlfriend and I stayed here for three days, and we couldn't have asked for a better place. Lina is very professional and easy to work with.  I recommend this apartment. "
31958,8267950,22-10-2013,9397566,Connie,"A gorgeous place to stay. Every morning we had breakfast in the sun and enjoyed the great view. The apartment was neat and clean, everything we needed was available. Metro Joanic is nearby and Parc Guell: it's just around the corner! We learned to love Barcelona, thanks to the great information Lina gave us."
31958,8757190,16-11-2013,3551849,Mario,"Lina's gaudi penthouse was amazing. The house is a great size and has a lot of natural light which I really enjoyed. The shower and bathroom were perfect and there was plenty of storage for clothes available. The view from the balcony is beyond amazing and the district where this house is located is hip, safe, and clean. Lina was very helpful in recommending places to visit and helping me understand the laundry machine :) I would stay here again!"
31958,11084980,19-03-2014,13024295,Lisa,"Just amazing!!! The apartment was perfect and had everything we ever needed, and more. Lovely terrace! So easy and simple, highly recommend this place and Lina! I am never going to check in to an hotel ever again =)"
31958,11406548,01-04-2014,5866833,Melanie,"Great appartment, great terrace. During night and day it is really quiet there - good for relaxing after a great day in the busy city! Not far from the beautiful places in Gracia. We can highly recommend this appartment!"
31958,11753916,14-04-2014,771233,Catherine,"Our stay at Barcelona was really pleasant.
The location of the apartment is excellent. Apartment quite clean and well decorated.
We enjoyed breakfasts on the patio !
Very easygoing host."
31958,12121075,23-04-2014,5757841,Ingrid,Our stay in the apartment at Barcelona was very pleasant. The location of the apartment is excellent. The kitchen is well equipped. The view from the terrace is indeed super! 
31958,13071514,19-05-2014,12985908,Hartmut,"Brilliant welcome, helpful host and beautiful view. Thanks!"
31958,13315630,25-05-2014,755307,Ling,"Amazing apartment located a bit outside of city centre – luckily, it's close to a metro (500 meters) that will take you there within fifteen minutes. My boyfriend and I really enjoyed the place – it has everything you need: full-equipped kitchen with amazing view, cozy living-room with tv, full-functional wifi (not like most places, where the wifi is shit), bright bedroom outlooking the terrace. This apartment felt like home away from home. It was perfect to come back to this place after a long day strolling around Gothic Area, El Born, Rambla. We did a lot of cooking and a lot of hanging out at the flat. Perfect if you want space to be yourselves away from the city centre hassle. The area around the apartment feels local, a lot of old people strolling around, a lot of local shops (supermarkets, cheap cafés) – and you can walk to Park Guell and La Sagrada Familia within twenty minutes. 

We def recommend this place – if you're looking for at spot a little outside the city. Keywords: amazing view, everything you need, neat and clean, home away from home."
31958,13787406,04-06-2014,13700048,Sandra,"Wir hatten eine schöne Zeit in dem Apartement. Die Fotos stimmen mit der Realität überein. Bei gutem Wetter ist die Terasse ein Traum. Die Ausstattung der Küche ist wirklich gut. Uns hat allerdings eine Kaffeemaschine gefehlt. Das Bad war gut, der Wasserdruck der Dusche eher niedrig. Die Handtücher und die Bettwäsche waren sehr frisch und die Wohnung sehr sauber. Im Schlafzimmer war eine Rollade defekt. Die Haustür war schwer aufzuschließen und die Wohnungstür auch nicht leicht zu entriegeln. Insgesamt waren wir sehr zufrieden. Am Abreisetag konnten wir die Wohnung noch bis 16:00 Uhr nutzen.
Wir hätten Lina gerne persönlich kennengelernt. "
31958,14185092,14-06-2014,3250675,Maria,"We loved our say a the Gaudi Penthouse. Perfect view, great location. The apartment was warm and welcoming. The only problem was we did not book enough nights. Another week there would have been perfec"
31958,15761943,15-07-2014,15888184,Kara,"My husband and I had a wonderful time staying in Lina's place for our Honeymoon. We agreed that we would even love to live there! The view from the patio is absolutely, spectacular. Lina's place made us feel right at home. We had space to store our things and the place was very clean. The apartment is in Gracia, one of the most charming neighborhoods in the city... we had some great food there. If we make it back to Barcelona, we'd be thrilled to stay at Lina's place again!! "
